Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
H10,false,141,S100B,Unknown,SYBR,31.87165489443533,0.9807080849820318,2.6149145853331475,Amp,false,3,22,81.92092895507812,,,,,
H11,false,141,S100B,Unknown,SYBR,30.47340981509165,0.9472271581813961,2.555818154939748,Amp,false,3,22,81.92092895507812,,,,,
H12,false,141,S100B,Unknown,SYBR,31.435245104282096,0.975199370206224,2.6482034542030966,Amp,false,3,23,82.01188659667969,,,,,
H13,false,142,S100B,Unknown,SYBR,26.268355147471958,0.9738988964857018,2.654768742048617,Amp,false,3,19,81.83354187011719,,,,,
H14,false,142,S100B,Unknown,SYBR,26.157598360337538,0.9958054379374066,2.6427919972574783,Amp,false,3,18,81.83354187011719,,,,,
H15,false,142,S100B,Unknown,SYBR,25.99537887499109,0.9922089362277843,2.646095211835235,Amp,false,3,17,81.74256896972656,,,,,
H16,false,143,S100B,Unknown,SYBR,25.0577795714649,0.9897714818926593,2.6968887215427073,Amp,false,3,18,81.74256896972656,,,,,
H17,false,143,S100B,Unknown,SYBR,25.201706635930933,0.9937630432455005,2.6378138901514783,Amp,false,3,15,81.76315307617188,,,,,
H18,false,143,S100B,Unknown,SYBR,20.358621275763205,0.13560215537682863,2.588602553376154,Amp,false,3,14,81.76315307617188,,,,,
H19,false,144,S100B,Unknown,SYBR,23.66651809864471,0.9139188018370347,2.6187180821829505,Amp,false,3,18,81.58103942871094,,,,,
H20,false,144,S100B,Unknown,SYBR,23.748719437672975,0.8891572437194393,2.6216017959514244,Amp,false,3,19,81.58103942871094,,,,,
H21,false,144,S100B,Unknown,SYBR,23.7040087721185,0.9290409156029569,2.6144249946535396,Amp,false,3,15,81.50439453125,,,,,
H22,false,145,S100B,Unknown,SYBR,27.832601638207016,0.9553612583663849,2.633202675911056,Amp,false,3,21,81.68663024902344,,,,,
H23,false,145,S100B,Unknown,SYBR,27.936744944056144,0.9798106634396127,2.6101174170752843,Amp,false,3,19,81.68663024902344,,,,,
H24,false,145,S100B,Unknown,SYBR,26.941420822662828,0.9721501229574975,2.734088940944448,Amp,false,3,20,81.68663024902344,,,,,
I1,false,138,SOX10-1,Unknown,SYBR,25.540876689431137,0.793726624797637,2.664245164658985,Amp,false,3,19,87.1415023803711,,,,,
I2,false,138,SOX10-1,Unknown,SYBR,25.53523150693561,0.818104803460902,2.641311038739888,Amp,false,3,19,87.1415023803711,,,,,
I3,false,138,SOX10-1,Unknown,SYBR,25.72878378728003,0.845396191673618,2.595083987534369,Amp,false,3,16,87.1415023803711,,,,,
I4,false,139,SOX10-1,Unknown,SYBR,29.220266879732044,0.9941351886403399,2.7047989366250635,Amp,false,3,23,87.32365417480469,80.2195053100586,,,,
I5,false,139,SOX10-1,Unknown,SYBR,28.893811750332816,0.995375529109727,2.6970314400222564,Amp,false,3,21,87.32176208496094,,,,,
I6,false,139,SOX10-1,Unknown,SYBR,29.519107680276363,0.9948391243558782,2.6859710339389813,Amp,false,3,22,87.32176208496094,,,,,
I7,false,140,SOX10-1,Unknown,SYBR,26.247787604796564,0.7999130008086528,2.6840179769434926,Amp,false,3,18,87.2306900024414,,,,,
I8,false,140,SOX10-1,Unknown,SYBR,26.43520664429731,0.8456224835880309,2.6721828564333885,Amp,false,3,17,87.32176208496094,,,,,
I9,false,140,SOX10-1,Unknown,SYBR,26.37857604111118,0.8403266092845803,2.6660467219255133,Amp,false,3,18,87.28746795654297,,,,,
I10,false,141,SOX10-1,Unknown,SYBR,27.381575990589567,0.877925044946968,2.6011158748667667,Amp,false,3,20,87.37842559814453,,,,,
I11,false,141,SOX10-1,Unknown,SYBR,27.94484901146619,0.98662847793003,2.6056379643240843,Amp,false,3,19,87.37842559814453,,,,,
I12,false,141,SOX10-1,Unknown,SYBR,27.20844984355046,0.9027334206926734,2.662242782624017,Amp,false,3,18,87.37842559814453,,,,,
I13,false,142,SOX10-1,Unknown,SYBR,25.59618239090055,0.8263569501124512,2.6399288770963554,Amp,false,3,16,87.38290405273438,,,,,
I14,false,142,SOX10-1,Unknown,SYBR,25.806835506297062,0.811434884452648,2.6745590798816474,Amp,false,3,16,87.38290405273438,,,,,
I15,false,142,SOX10-1,Unknown,SYBR,25.773963163119703,0.8169216744387012,2.625997616868772,Amp,false,3,15,87.38290405273438,,,,,
I16,false,143,SOX10-1,Unknown,SYBR,25.356895593331593,0.7714355454329375,2.6490312352465164,Amp,false,3,17,87.38290405273438,,,,,
I17,false,143,SOX10-1,Unknown,SYBR,25.87623548742077,0.844035568189047,2.6021810214207637,Amp,false,3,17,87.31781768798828,,,,,
I18,false,143,SOX10-1,Unknown,SYBR,25.444967274369667,0.8050475569710112,2.6342489106218445,Amp,false,3,18,87.22676086425781,,,,,
I19,false,144,SOX10-1,Unknown,SYBR,26.16309837976845,0.9252613147391221,2.584410340482013,Amp,false,3,19,87.31781768798828,,,,,
I20,false,144,SOX10-1,Unknown,SYBR,25.835885834318688,0.8356017401812682,2.6032399774624366,Amp,false,3,18,87.22676086425781,,,,,
I21,false,144,SOX10-1,Unknown,SYBR,25.841096775248516,0.841652553816794,2.6148841631591977,Amp,false,3,17,87.15390014648438,,,,,
I22,false,145,SOX10-1,Unknown,SYBR,28.466063703767368,0.9886570883799076,2.636838724293898,Amp,false,3,20,87.33614349365234,,,,,
I23,false,145,SOX10-1,Unknown,SYBR,27.939177085460692,0.980655133012026,2.6579839761861686,Amp,false,3,19,87.24502563476562,,,,,
I24,false,145,SOX10-1,Unknown,SYBR,28.034009779104494,0.9909084388031182,2.653730919943848,Amp,false,3,20,87.24502563476562,,,,,
J1,false,138,SOX10-2,Unknown,SYBR,25.114136694935482,0.9767017379319743,2.7754502078895675,Amp,false,3,17,75.75664520263672,87.50581359863281,,,,
J2,false,138,SOX10-2,Unknown,SYBR,25.03883284205031,0.9942058101878559,2.7468654403361557,Amp,false,3,17,75.75664520263672,,,,,
J3,false,138,SOX10-2,Unknown,SYBR,26.37419380816653,0.9845508133631904,2.5447934022991032,Amp,false,3,20,75.75664520263672,,,,,
J4,false,139,SOX10-2,Unknown,SYBR,24.89507978890601,0.996044851019742,2.812878565325999,Amp,false,3,16,75.84771728515625,,,,,
J5,false,139,SOX10-2,Unknown,SYBR,25.824576211244732,0.9960794253978307,2.814653692573089,Amp,false,3,17,75.84674835205078,,,,,
J6,false,139,SOX10-2,Unknown,SYBR,27.24418628921253,0.9872208739995577,2.8036103109526334,Amp,false,3,21,75.93782043457031,,,,,
J7,false,140,SOX10-2,Unknown,SYBR,22.778401741798532,0.5670142139454896,2.7667721209042857,Amp,false,3,15,75.84674835205078,,,,,
J8,false,140,SOX10-2,Unknown,SYBR,25.59678807207637,0.9937006774479321,2.8093234004659053,Amp,false,3,19,75.93782043457031,,,,,
J9,false,140,SOX10-2,Unknown,SYBR,25.871379770788764,0.9677220273981412,2.780203478411417,Amp,false,3,17,75.82672882080078,87.4693832397461,,,,
J10,false,141,SOX10-2,Unknown,SYBR,24.92564672705963,0.9963566659954682,2.772592283597869,Amp,false,3,17,76.0086441040039,,,,,
J11,false,141,SOX10-2,Unknown,SYBR,27.082137602523893,0.9928619193130775,2.75769680171974,Amp,false,3,19,75.91768646240234,87.56034088134766,65.09365844726562,,,
J12,false,141,SOX10-2,Unknown,SYBR,25.194617597916782,0.9962083698393722,2.7609724455002858,Amp,false,3,19,75.91768646240234,,,,,
J13,false,142,SOX10-2,Unknown,SYBR,25.64616435520977,0.9948431437459858,2.7400426551107278,Amp,false,3,20,76.10223388671875,,,,,
J14,false,142,SOX10-2,Unknown,SYBR,24.961142767003466,0.9966520693732108,2.741629901776714,Amp,false,3,18,76.10223388671875,,,,,
J15,false,142,SOX10-2,Unknown,SYBR,25.961046831126694,0.9196365703667243,2.7443335589534383,Amp,false,3,17,76.01126098632812,87.65582275390625,65.09449005126953,,,
J16,false,143,SOX10-2,Unknown,SYBR,20.139779894734534,0.08660392895938894,2.6806544144574467,Amp,false,3,19,76.10223388671875,,,,,
J17,false,143,SOX10-2,Unknown,SYBR,24.911079492005157,0.9945879745912777,2.708756903776864,Amp,false,3,17,76.0263671875,,,,,
J18,false,143,SOX10-2,Unknown,SYBR,25.611708355103154,0.9926953661455863,2.7252818350890196,Amp,false,3,17,75.93531036376953,,,,,
J19,false,144,SOX10-2,Unknown,SYBR,25.78597924903798,0.9968060386214815,2.6871060809822596,Amp,false,3,19,76.0263671875,,,,,
J20,false,144,SOX10-2,Unknown,SYBR,26.04372533391041,0.8442278991707187,2.7133767383275393,Amp,false,3,18,75.84425354003906,87.40887451171875,65.00810241699219,,,
J21,false,144,SOX10-2,Unknown,SYBR,25.77146561328299,0.952748340542568,2.717370667601443,Amp,false,3,19,75.76376342773438,87.42726135253906,,,,
J22,false,145,SOX10-2,Unknown,SYBR,26.39326679237719,0.9941807578622517,2.777801912884416,Amp,false,3,18,75.94599914550781,,,,,
J23,false,145,SOX10-2,Unknown,SYBR,26.215188323224325,0.9910201910199051,2.774303907895701,Amp,false,3,18,75.94599914550781,,,,,
J24,false,145,SOX10-2,Unknown,SYBR,24.67368455460248,0.9948287970797598,2.8593136855570425,Amp,false,3,18,75.8548812866211,,,,,
K1,false,138,GAPDH,Unknown,SYBR,21.94355650830179,0.8691672044085567,2.5740062460985156,Amp,false,3,14,83.7715835571289,,,,,
K2,false,138,GAPDH,Unknown,SYBR,22.013138667400803,0.9456870919001986,2.538573249749361,Amp,false,3,12,83.49834442138672,,,,,
K3,false,138,GAPDH,Unknown,SYBR,26.16781595813873,0.7985270555577787,2.2001351251202053,Inconclusive,false,3,15,83.68050384521484,,,,,
K4,false,139,GAPDH,Unknown,SYBR,24.335216544625084,0.9211793701778145,2.582725410542327,Amp,false,3,16,84.04481506347656,,,,,
K5,false,139,GAPDH,Unknown,SYBR,24.26530351128369,0.9181386447540927,2.5897289011704454,Amp,false,3,15,84.1342544555664,,,,,
K6,false,139,GAPDH,Unknown,SYBR,24.270922697799058,0.9159648935150354,2.57099969894316,Amp,false,3,16,84.1342544555664,,,,,
K7,false,140,GAPDH,Unknown,SYBR,19.965010498121842,0.7071091174932927,2.5413853103268504,Amp,false,3,11,84.31639862060547,,,,,
K8,false,140,GAPDH,Unknown,SYBR,20.160120562004835,0.7109604829103754,2.542557367500856,Amp,false,3,12,84.407470703125,,,,,
K9,false,140,GAPDH,Unknown,SYBR,19.338404152432695,0.6321216756203653,2.5636562383877615,Amp,false,3,10,84.37680053710938,,,,,
K10,false,141,GAPDH,Unknown,SYBR,18.19379028972822,0.6380598221344574,2.540659220828277,Amp,false,3,10,84.46775817871094,,,,,
K11,false,141,GAPDH,Unknown,SYBR,18.108043329055434,0.6322587467406631,2.532630246609463,Amp,false,3,11,84.5587158203125,,,,,
K12,false,141,GAPDH,Unknown,SYBR,18.372990490407886,0.634924235222745,2.5475850572493495,Amp,false,3,12,84.5587158203125,,,,,
K13,false,142,GAPDH,Unknown,SYBR,21.318128357140914,0.8168247160354337,2.54722931338635,Amp,false,3,12,84.38079071044922,,,,,
K14,false,142,GAPDH,Unknown,SYBR,21.170213207005574,0.8115019226217286,2.5490023144001333,Amp,false,3,11,84.2898178100586,,,,,
K15,false,142,GAPDH,Unknown,SYBR,21.068036436209425,0.799826440789083,2.562575422221891,Amp,false,3,10,84.2898178100586,,,,,
K16,false,143,GAPDH,Unknown,SYBR,21.28136869397055,0.7973261212652915,2.5278827986576826,Amp,false,3,16,84.2898178100586,,,,,
K17,false,143,GAPDH,Unknown,SYBR,15.65205425523953,0.14642227813490452,2.486137570009338,Amp,false,3,11,84.31283569335938,,,,,
K18,false,143,GAPDH,Unknown,SYBR,18.729160029686795,0.4983419613103463,2.5047768668777297,Amp,false,3,10,84.2217788696289,,,,,
K19,false,144,GAPDH,Unknown,SYBR,21.78838316094032,0.8450464182299833,2.5250918448672097,Amp,false,3,15,84.1307144165039,,,,,
K20,false,144,GAPDH,Unknown,SYBR,21.24085305332001,0.8300414537006163,2.531727755277441,Amp,false,3,12,84.1307144165039,,,,,
K21,false,144,GAPDH,Unknown,SYBR,21.273773329241557,0.8457759485281051,2.540668364699837,Amp,false,3,12,84.0557861328125,,,,,
K22,false,145,GAPDH,Unknown,SYBR,25.5470720661433,0.9699686182041594,2.591077210230679,Amp,false,3,16,82.87120819091797,,,,,
K23,false,145,GAPDH,Unknown,SYBR,25.348150890302577,0.9916624571969637,2.5939389443272884,Amp,false,3,19,83.60017395019531,,,,,
K24,false,145,GAPDH,Unknown,SYBR,25.336982980632108,0.9884040724328256,2.609959021314378,Amp,false,3,18,82.96232604980469,,,,,
L1,false,138,NF2,Unknown,SYBR,21.138087150407237,0.6755158035451058,2.5891954733185845,Amp,false,3,14,81.95000457763672,,,,,
L2,false,138,NF2,Unknown,SYBR,21.38613279726261,0.6801918084572761,2.578721276987569,Amp,false,3,16,82.04108428955078,,,,,
L3,false,138,NF2,Unknown,SYBR,21.001080275478543,0.6420145205501395,2.6436429544499753,Amp,false,3,13,82.13216400146484,,,,,
L4,false,139,NF2,Unknown,SYBR,22.89459916836536,0.794182100673816,2.6397917514256037,Amp,false,3,15,82.04108428955078,,,,,
L5,false,139,NF2,Unknown,SYBR,21.309997621608268,0.4296916880369047,2.608047472061758,Amp,false,3,17,82.13068389892578,,,,,
L6,false,139,NF2,Unknown,SYBR,23.588919941912366,0.9028080207909379,2.3652908404773485,Amp,false,3,16,82.40390014648438,,,,,
L7,false,140,NF2,Unknown,SYBR,20.070407373333516,0.6242491339442691,2.6304740571790917,Amp,false,3,14,82.13068389892578,,,,,
L8,false,140,NF2,Unknown,SYBR,20.199684193103636,0.6384838577768726,2.6439066363598647,Amp,false,3,12,82.13068389892578,,,,,
L9,false,140,NF2,Unknown,SYBR,20.21796109661132,0.6479568446540235,2.6565253508607083,Amp,false,3,12,82.19380187988281,,,,,
L10,false,141,NF2,Unknown,SYBR,20.462207083412153,0.6700023232877401,2.6167685270648056,Amp,false,3,15,82.28475952148438,,,,,
L11,false,141,NF2,Unknown,SYBR,20.231582929674815,0.6575032962129745,2.6664405883423687,Amp,false,3,12,82.19380187988281,,,,,
L12,false,141,NF2,Unknown,SYBR,20.001395898292905,0.6178721032927419,2.650877263514718,Amp,false,3,13,82.28475952148438,,,,,
L13,false,142,NF2,Unknown,SYBR,20.75117519442658,0.6810227850469281,2.614930154560456,Amp,false,3,14,82.28840637207031,,,,,
L14,false,142,NF2,Unknown,SYBR,19.697282910964752,0.4534100140549433,2.6345530932231034,Amp,false,3,16,82.28840637207031,,,,,
L15,false,142,NF2,Unknown,SYBR,20.672428760374373,0.6810491173326394,2.6313049211076645,Amp,false,3,14,82.28840637207031,,,,,
L16,false,143,NF2,Unknown,SYBR,20.683187442910324,0.6632884757190292,2.602675506707464,Amp,false,3,11,82.28840637207031,,,,,
L17,false,143,NF2,Unknown,SYBR,18.874133162653095,0.6449684941479933,2.1210398997527165,Inconclusive,false,3,10,82.58269500732422,,,,,
L18,false,143,NF2,Unknown,SYBR,16.106307527067532,0.06516999450977654,2.5936026422729306,Amp,false,3,12,82.21845245361328,,,,,
L19,false,144,NF2,Unknown,SYBR,21.39799926476126,0.4503837148052746,2.7857045842951362,Amp,false,3,18,82.12739562988281,,,,,
L20,false,144,NF2,Unknown,SYBR,21.009359189781065,0.7274425271813053,2.6015838663732276,Amp,false,3,14,82.12739562988281,,,,,
L21,false,144,NF2,Unknown,SYBR,21.068552851610875,0.7212652641610401,2.5866538112771003,Amp,false,3,14,82.05111694335938,,,,,
L22,false,145,NF2,Unknown,SYBR,25.47314081229721,0.8693379122159968,2.621135925815615,Amp,false,3,19,82.23336029052734,,,,,
L23,false,145,NF2,Unknown,SYBR,25.254867206684693,0.908333451722957,2.6210903949793147,Amp,false,3,21,82.23336029052734,,,,,
L24,false,145,NF2,Unknown,SYBR,25.279960873176258,0.9103546124351652,2.6361212743384668,Amp,false,3,19,82.23336029052734,,,,,
N1,false,146,DHH,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,84.50021362304688,86.68610382080078,90.2381820678711,88.50768280029297,,
N2,false,146,DHH,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,62.276973724365234,81.585693359375,92.87947082519531,84.50021362304688,,
N3,false,146,DHH,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,89.69171142578125,85.13776397705078,92.87947082519531,62.459129333496094,,
N4,false,147,DHH,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,80.31058502197266,84.86453247070312,90.60249328613281,82.13216400146484,,
N5,false,147,DHH,Unknown,SYBR,Undetermined,0,1.490182803125619,No Amp,false,3,39,86.86640167236328,80.9467544555664,62.368160247802734,84.1342544555664,,
N6,false,147,DHH,Unknown,SYBR,Undetermined,0,1.601735300186087,No Amp,false,3,39,81.12889099121094,63.36994552612305,86.95747375488281,69.47174072265625,,
N7,false,146,MBP,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,62.09494400024414,66.46637725830078,76.93960571289062,71.839599609375,,
N8,false,146,MBP,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,89.1431884765625,80.58246612548828,86.68425750732422,62.09494400024414,,
N9,false,146,MBP,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,92.74495697021484,61.546287536621094,67.91336059570312,82.19380187988281,,
N10,false,147,MBP,Unknown,SYBR,Undetermined,0,1.4822771234555774,No Amp,false,3,39,85.923095703125,65.7303695678711,80.1927261352539,76.91822814941406,,
N11,false,147,MBP,Unknown,SYBR,Undetermined,0,1.4557182234181616,No Amp,false,3,39,91.01675415039062,77.10014343261719,66.09420013427734,93.56358337402344,,
N12,false,147,MBP,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,80.64751434326172,65.82132720947266,73.91661071777344,91.65345764160156,,
N13,false,146,NGFR,Unknown,SYBR,34.297427079465734,0.9748539104241526,2.567586756850817,Amp,false,3,27,81.92451477050781,,,,,
N14,false,146,NGFR,Unknown,SYBR,31.61193847386685,0.9908859952231398,2.7203587066185375,Amp,false,3,25,86.29122924804688,,,,,
N15,false,146,NGFR,Unknown,SYBR,34.33197646268886,0.9610983784137695,2.525673171711031,Amp,false,3,28,83.38008117675781,81.01478576660156,,,,
N16,false,147,NGFR,Unknown,SYBR,32.43846548513696,0.9860408910638321,2.726701983568425,Amp,false,3,26,86.20025634765625,,,,,
N17,false,147,NGFR,Unknown,SYBR,35.197119765029726,0.9775812172181979,2.556127076409266,Amp,false,3,27,81.85421752929688,,,,,
N18,false,147,NGFR,Unknown,SYBR,33.623489796475525,0.9758409838292773,2.6298974721815562,Amp,false,3,25,80.12407684326172,,,,,
N19,false,146,SOX10-2,Unknown,SYBR,24.985023073868724,0.9717720452663916,2.6800316187819226,Amp,false,3,19,76.117431640625,,,,,
N20,false,146,SOX10-2,Unknown,SYBR,25.460219398689894,0.9950911108139384,2.7486511280876447,Amp,false,3,18,76.117431640625,,,,,
N21,false,146,SOX10-2,Unknown,SYBR,26.146601077560526,0.995315579324179,2.7184164424459727,Amp,false,3,17,76.03712463378906,,,,,
N22,false,147,SOX10-2,Unknown,SYBR,25.872400227240327,0.9942181916646274,2.7365672094658087,Amp,false,3,18,75.8548812866211,87.51838684082031,,,,
N23,false,147,SOX10-2,Unknown,SYBR,25.566278685996252,0.989212795610015,2.7635175890610064,Amp,false,3,20,75.94599914550781,,,,,
N24,false,147,SOX10-2,Unknown,SYBR,25.98426302886091,0.9943097509124695,2.735460954083095,Amp,false,3,19,75.8548812866211,87.51838684082031,,,,
O1,false,146,EGR2,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,75.48340606689453,90.69357299804688,67.28630828857422,93.69917297363281,,
O2,false,146,EGR2,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,73.66182708740234,91.7865219116211,88.78092193603516,75.66556549072266,,
O3,false,146,EGR2,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,77.57821655273438,89.9649429321289,66.9219970703125,92.24191284179688,,
O4,false,147,EGR2,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,85.77531433105469,80.037353515625,70.0186767578125,82.04108428955078,,
O5,false,147,EGR2,Unknown,SYBR,Undetermined,0,1.4131715577052768,No Amp,false,3,39,86.04676055908203,89.23426055908203,72.1128158569336,69.47174072265625,,
O6,false,147,EGR2,Unknown,SYBR,Undetermined,0,1.526471652976369,No Amp,false,3,39,79.21639251708984,81.31103515625,72.65924072265625,61.366371154785156,,
O7,false,146,MPZ,Unknown,SYBR,26.273666036614735,0.8553726866073311,2.7843559701711365,Amp,false,3,21,88.14140319824219,,,,,
O8,false,146,MPZ,Unknown,SYBR,26.378769516272946,0.8916428659850533,2.771540207272429,Amp,false,3,20,88.14140319824219,,,,,
O9,false,146,MPZ,Unknown,SYBR,26.538303305756187,0.8925388276827582,2.7652646887109174,Amp,false,3,20,88.19705200195312,,,,,
O10,false,147,MPZ,Unknown,SYBR,26.29455753044848,0.8973304034217796,2.801936961936904,Amp,false,3,20,88.10608673095703,,,,,
O11,false,147,MPZ,Unknown,SYBR,26.26453618453685,0.914244070793581,2.803387886568943,Amp,false,3,19,88.10608673095703,,,,,
O12,false,147,MPZ,Unknown,SYBR,26.237549864631525,0.9353393879324355,2.7944648972784076,Amp,false,3,18,88.19705200195312,,,,,
O13,false,146,S100B,Unknown,SYBR,35.502561398437834,0.9849466479561558,2.634093146321688,Amp,false,3,28,82.56132507324219,80.01408386230469,,,,
O14,false,146,S100B,Unknown,SYBR,36.3069519716032,0.9798641446980888,2.522330932025605,Inconclusive,false,3,30,82.47035217285156,,,,,
O15,false,146,S100B,Unknown,SYBR,36.92414867607387,0.9572250527576759,2.496609824644247,Inconclusive,false,3,31,82.47035217285156,,,,,
O16,false,147,S100B,Unknown,SYBR,34.42300491698367,0.9920893978404105,2.6814661083916222,Amp,false,3,28,82.37937927246094,,,,,
O17,false,147,S100B,Unknown,SYBR,34.70786036351326,0.9903910425538036,2.655373416327398,Amp,false,3,27,82.49163818359375,,,,,
O18,false,147,S100B,Unknown,SYBR,37.186265058493575,0.9604940340065888,2.4468322566508505,Inconclusive,false,3,29,82.49163818359375,87.31781768798828,,,,
O19,false,146,GAPDH,Unknown,SYBR,23.203689294206313,0.9026111407931,2.5961617387282514,Amp,false,3,14,84.03965759277344,,,,,
O20,false,146,GAPDH,Unknown,SYBR,23.341205405838153,0.9394212500766895,2.5432096709250973,Amp,false,3,13,83.94859313964844,,,,,
O21,false,146,GAPDH,Unknown,SYBR,23.401991320895824,0.9365315976917942,2.5514103991644297,Amp,false,3,18,83.96466064453125,,,,,
O22,false,147,GAPDH,Unknown,SYBR,23.986353654760208,0.9837227086026701,2.553826445803949,Amp,false,3,18,83.78241729736328,,,,,
O23,false,147,GAPDH,Unknown,SYBR,23.425713849701822,0.9867455187152463,2.605737606892163,Amp,false,3,14,83.87354278564453,,,,,
O24,false,147,GAPDH,Unknown,SYBR,23.544534259400024,0.9862899953285313,2.5982369975844772,Amp,false,3,17,83.87354278564453,,,,,
P1,false,146,GAP43,Unknown,SYBR,24.782489362140694,0.9653524272669569,2.6581670196644946,Amp,false,3,17,83.9537353515625,,,,,
P2,false,146,GAP43,Unknown,SYBR,24.948986328063754,0.958331346361745,2.6547604573925248,Amp,false,3,16,83.9537353515625,,,,,
P3,false,146,GAP43,Unknown,SYBR,24.69074711862885,0.8969298107024656,2.6895837844062345,Amp,false,3,17,83.9537353515625,,,,,
P4,false,147,GAP43,Unknown,SYBR,24.230860777345484,0.9081342821458048,2.751726416631596,Amp,false,3,16,83.86266326904297,,,,,
P5,false,147,GAP43,Unknown,SYBR,24.439500744655817,0.9031000120140484,2.7378084490604917,Amp,false,3,19,83.95211029052734,,,,,
P6,false,147,GAP43,Unknown,SYBR,24.271231777754295,0.9099632031673358,2.7514337324313223,Amp,false,3,18,83.95211029052734,,,,,
P7,false,146,NCAM1,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,86.68425750732422,92.51283264160156,81.49317932128906,70.65567016601562,,
P8,false,146,NCAM1,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,82.58604431152344,65.5556640625,77.94139099121094,90.60033416748047,,
P9,false,146,NCAM1,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,91.19866943359375,79.37409973144531,82.5576400756836,76.8272705078125,,
P10,false,147,NCAM1,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,83.74009704589844,65.00270080566406,87.65129852294922,61.273414611816406,,
P11,false,147,NCAM1,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,82.01188659667969,86.28692626953125,77.91876983642578,84.19488525390625,,
P12,false,147,NCAM1,Unknown,SYBR,Undetermined,0,,No Amp,false,3,39,81.64805603027344,65.7303695678711,91.10771179199219,84.28584289550781,,
P13,false,146,SOX10-1,Unknown,SYBR,26.13029685007124,0.8203182714544783,2.669512350683343,Amp,false,3,19,87.56484985351562,,,,,
P14,false,146,SOX10-1,Unknown,SYBR,26.199955183906035,0.8423392375953014,2.67152668425644,Amp,false,3,20,87.56484985351562,,,,,
P15,false,146,SOX10-1,Unknown,SYBR,26.338225497363233,0.8224344757381071,2.6580503333487178,Amp,false,3,19,87.56484985351562,,,,,
P16,false,147,SOX10-1,Unknown,SYBR,26.119278621670937,0.8128791065679002,2.6799269715094556,Amp,false,3,16,87.56484985351562,,,,,
P17,false,147,SOX10-1,Unknown,SYBR,26.236692713546063,0.8236867450526556,2.690265312371186,Amp,false,3,19,87.49993896484375,,,,,
P18,false,147,SOX10-1,Unknown,SYBR,26.08447944844952,0.8519121964730211,2.709348795323376,Amp,false,3,19,87.49993896484375,,,,,
P19,false,146,NF2,Unknown,SYBR,21.746296662311195,0.732735546492451,2.5930368598750095,Amp,false,3,16,82.40057373046875,,,,,
P20,false,146,NF2,Unknown,SYBR,21.533857252125117,0.6935961400053519,2.601697685285632,Amp,false,3,15,82.30951690673828,,,,,
P21,false,146,NF2,Unknown,SYBR,21.432128779032666,0.7017707671413107,2.608455234883094,Amp,false,3,12,82.23336029052734,,,,,
P22,false,147,NF2,Unknown,SYBR,22.319025877571526,0.741550004782012,2.642309520022631,Amp,false,3,15,82.23336029052734,,,,,
P23,false,147,NF2,Unknown,SYBR,22.511396736953856,0.770493717292876,2.6156564491030707,Amp,false,3,18,82.32447814941406,,,,,
P24,false,147,NF2,Unknown,SYBR,22.633135399055448,0.8051788618762663,2.6148453797012663,Amp,false,3,16,82.32447814941406,,,,,